,loss_best,accuracy_best,data.nb_data,data.key,data.seed,model.emb_dim,model.nb_layers,model.block.nb_heads,nb_params
64,2.5112874002530816e-09,1.0,2,qatool,2,52,2,2,113828
65,1.1438755720405425e-08,1.0,2,qatool,2,56,2,2,129752
66,3.5176506152367892e-09,1.0,2,qatool,2,60,2,2,146700
67,6.341327907222194e-09,1.0,2,qatool,2,64,2,2,164672
68,3.4594263009779525e-09,1.0,2,qatool,2,68,2,2,183668
69,5.122874124907639e-09,1.0,2,qatool,2,72,2,2,203688
70,2.0389709920465293e-09,1.0,2,qatool,2,76,2,2,224732
71,4.494713046199195e-09,1.0,2,qatool,2,80,2,2,246800
72,4.105356055106313e-10,1.0,2,qatool,2,88,2,2,294008
73,2.9469190976350035e-10,1.0,2,qatool,2,96,2,2,345312
74,1.8584392913467696e-09,1.0,2,qatool,2,104,2,2,400712
75,7.120226630519255e-10,1.0,2,qatool,2,112,2,2,460208
76,1.1553151768595171e-09,1.0,2,qatool,2,120,2,2,523800
77,0.0,1.0,2,qatool,2,128,2,2,591488
78,0.5455704927444458,0.0,2,qatool,3,4,2,2,2612
79,6.92191051143709e-08,1.0,2,qatool,3,8,2,2,6248
80,1.7465126234128547e-08,1.0,2,qatool,3,12,2,2,10908
81,1.6931711144252404e-08,1.0,2,qatool,3,16,2,2,16592
82,1.3766763728995102e-08,1.0,2,qatool,3,20,2,2,23300
83,9.873200035315222e-09,1.0,2,qatool,3,24,2,2,31032
84,9.958167623835834e-09,1.0,2,qatool,3,28,2,2,39788
85,9.928764477251661e-09,1.0,2,qatool,3,32,2,2,49568
86,9.778285736672387e-09,1.0,2,qatool,3,36,2,2,60372
87,1.0531670646685143e-08,1.0,2,qatool,3,40,2,2,72200
88,1.277585770509404e-08,1.0,2,qatool,3,44,2,2,85052
89,1.0999390731569747e-08,1.0,2,qatool,3,48,2,2,98928
90,8.856205546692308e-09,1.0,2,qatool,3,52,2,2,113828
91,1.0468657940521098e-08,1.0,2,qatool,3,56,2,2,129752
92,5.862961671709854e-09,1.0,2,qatool,3,60,2,2,146700
93,2.667333243167036e-09,1.0,2,qatool,3,64,2,2,164672
94,3.7204785918731886e-09,1.0,2,qatool,3,68,2,2,183668
95,3.1752362961157132e-09,1.0,2,qatool,3,72,2,2,203688
96,1.6729551077787619e-09,1.0,2,qatool,3,76,2,2,224732
97,2.498340423429113e-09,1.0,2,qatool,3,80,2,2,246800
98,2.1790942383859147e-09,1.0,2,qatool,3,88,2,2,294008
99,1.935236193517653e-09,1.0,2,qatool,3,96,2,2,345312
100,6.025202559101217e-10,1.0,2,qatool,3,104,2,2,400712
101,2.0517947341147647e-09,1.0,2,qatool,3,112,2,2,460208
102,2.01072802852309e-09,1.0,2,qatool,3,120,2,2,523800
103,2.0527884947441066e-10,1.0,2,qatool,3,128,2,2,591488
104,0.3976942002773285,0.0,2,qatool,4,4,2,2,2612
105,6.750404679678468e-08,1.0,2,qatool,4,8,2,2,6248
106,1.8666312939785712e-08,1.0,2,qatool,4,12,2,2,10908
107,1.5061317526487983e-08,1.0,2,qatool,4,16,2,2,16592
108,1.4328191078050168e-08,1.0,2,qatool,4,20,2,2,23300
109,1.2420837691706765e-08,1.0,2,qatool,4,24,2,2,31032
110,9.090492802954486e-09,1.0,2,qatool,4,28,2,2,39788
111,1.1192276438976023e-08,1.0,2,qatool,4,32,2,2,49568
112,1.254800707783943e-08,1.0,2,qatool,4,36,2,2,60372
113,1.0555054608119008e-08,1.0,2,qatool,4,40,2,2,72200
114,5.332371877386777e-09,1.0,2,qatool,4,44,2,2,85052
115,1.1509063924108887e-08,1.0,2,qatool,4,48,2,2,98928
116,1.0252562354651218e-08,1.0,2,qatool,4,52,2,2,113828
117,3.3083407124934183e-09,1.0,2,qatool,4,56,2,2,129752
118,6.684391706812676e-09,1.0,2,qatool,4,60,2,2,146700
119,5.743713504813286e-09,1.0,2,qatool,4,64,2,2,164672
120,3.2632847535296605e-09,1.0,2,qatool,4,68,2,2,183668
121,5.022844806745752e-09,1.0,2,qatool,4,72,2,2,203688
122,3.911023060965135e-09,1.0,2,qatool,4,76,2,2,224732
123,3.898410039226974e-09,1.0,2,qatool,4,80,2,2,246800
124,2.25697416311732e-09,1.0,2,qatool,4,88,2,2,294008
125,2.2245558728428705e-09,1.0,2,qatool,4,96,2,2,345312
126,2.6671895803076495e-09,1.0,2,qatool,4,104,2,2,400712
127,6.863641877075111e-10,1.0,2,qatool,4,112,2,2,460208
128,3.9736428036896143e-10,1.0,2,qatool,4,120,2,2,523800
129,1.3866768844295052e-09,1.0,2,qatool,4,128,2,2,591488
130,0.39651328325271606,0.0,2,qatool,5,4,2,2,2612
131,6.532646779078277e-08,1.0,2,qatool,5,8,2,2,6248
132,1.8671332924213857e-08,1.0,2,qatool,5,12,2,2,10908
133,1.3399565901295318e-08,1.0,2,qatool,5,16,2,2,16592
134,1.4813061888219181e-08,1.0,2,qatool,5,20,2,2,23300
135,1.4309988749516833e-08,1.0,2,qatool,5,24,2,2,31032
136,9.904722375608799e-09,1.0,2,qatool,5,28,2,2,39788
137,1.1240958386338207e-08,1.0,2,qatool,5,32,2,2,49568
138,1.1767109064919623e-08,1.0,2,qatool,5,36,2,2,60372
139,8.110128568716846e-09,1.0,2,qatool,5,40,2,2,72200
140,1.2013138928068656e-08,1.0,2,qatool,5,44,2,2,85052
141,4.66858640635337e-09,1.0,2,qatool,5,48,2,2,98928
142,1.2950274630441072e-08,1.0,2,qatool,5,52,2,2,113828
143,4.75095518481794e-09,1.0,2,qatool,5,56,2,2,129752
144,6.374072825110488e-09,1.0,2,qatool,5,60,2,2,146700
145,4.845383649865198e-09,1.0,2,qatool,5,64,2,2,164672
146,1.019759721110347e-09,1.0,2,qatool,5,68,2,2,183668
147,2.2449957448600344e-09,1.0,2,qatool,5,72,2,2,203688
148,3.192187847389505e-09,1.0,2,qatool,5,76,2,2,224732
149,1.2933867310493952e-09,1.0,2,qatool,5,80,2,2,246800
150,6.931518137243131e-10,1.0,2,qatool,5,88,2,2,294008
151,3.6497214139785683e-09,1.0,2,qatool,5,96,2,2,345312
152,4.2300069003076146e-10,1.0,2,qatool,5,104,2,2,400712
153,1.988852971201993e-10,1.0,2,qatool,5,112,2,2,460208
154,5.193884766718782e-10,1.0,2,qatool,5,120,2,2,523800
155,8.342147111983778e-11,1.0,2,qatool,5,128,2,2,591488
156,0.43335944414138794,0.0,2,qatool,6,4,2,2,2612
157,5.9569313037854954e-08,1.0,2,qatool,6,8,2,2,6248
158,1.8984492200502245e-08,1.0,2,qatool,6,12,2,2,10908
159,1.513136993480657e-08,1.0,2,qatool,6,16,2,2,16592
160,1.0900122582313543e-08,1.0,2,qatool,6,20,2,2,23300
161,1.2411883076879349e-08,1.0,2,qatool,6,24,2,2,31032
162,1.1182280879040718e-08,1.0,2,qatool,6,28,2,2,39788
163,1.2521335079895834e-08,1.0,2,qatool,6,32,2,2,49568
164,8.055460298805883e-09,1.0,2,qatool,6,36,2,2,60372
165,9.74602532011204e-09,1.0,2,qatool,6,40,2,2,72200
166,1.1616576145456747e-08,1.0,2,qatool,6,44,2,2,85052
167,4.458816427188594e-09,1.0,2,qatool,6,48,2,2,98928
168,1.1399057697758508e-08,1.0,2,qatool,6,52,2,2,113828
