,loss_best,accuracy_best,data.n_data,data.key,model.emb_dim,model.nb_layers,model.block.nb_heads
92,1.8774135024379746e-10,1.0,10,qatool,128,6,1
93,2.5300184169907425e-10,1.0,10,qatool,128,6,2
94,3.296645456618563e-10,1.0,10,qatool,128,6,4
95,7.064157592218123e-10,1.0,10,qatool,128,6,8
96,2.6026249599908624e-08,1.0,10,qa,16,1,1
97,2.7340847807977298e-08,1.0,10,qa,16,1,2
98,2.219575989670375e-08,1.0,10,qa,16,1,4
99,1.0632107461105988e-07,1.0,10,qa,16,1,8
100,1.7282930642181782e-08,1.0,10,qa,16,2,1
101,1.6243665967863308e-08,1.0,10,qa,16,2,2
102,1.6694107429771066e-08,1.0,10,qa,16,2,4
103,7.69871135730682e-08,1.0,10,qa,16,2,8
104,1.396168780587459e-08,1.0,10,qa,16,3,1
105,1.229453250317647e-08,1.0,10,qa,16,3,2
106,1.7625962911438364e-08,1.0,10,qa,16,3,4
107,5.237903266674948e-08,1.0,10,qa,16,3,8
108,1.2977681151937759e-08,1.0,10,qa,16,4,1
109,1.273341609930867e-08,1.0,10,qa,16,4,2
110,2.0618543317141302e-08,1.0,10,qa,16,4,4
111,2.17010409642171e-08,1.0,10,qa,16,4,8
112,1.318627784741011e-08,1.0,10,qa,16,5,1
113,1.838710339541194e-08,1.0,10,qa,16,5,2
114,1.521877379673242e-08,1.0,10,qa,16,5,4
115,3.465726905460542e-08,1.0,10,qa,16,5,8
116,1.3639140483689971e-08,1.0,10,qa,16,6,1
117,1.318038744813066e-08,1.0,10,qa,16,6,2
118,1.5816985055039368e-08,1.0,10,qa,16,6,4
119,4.5132839687767046e-08,1.0,10,qa,16,6,8
120,9.538862144609084e-09,1.0,10,qa,32,1,1
121,8.813450413924784e-09,1.0,10,qa,32,1,2
122,9.753004626134043e-09,1.0,10,qa,32,1,4
123,1.1047755599236098e-08,1.0,10,qa,32,1,8
124,6.688570142188155e-09,1.0,10,qa,32,2,1
125,6.900757743011354e-09,1.0,10,qa,32,2,2
126,7.50139772520697e-09,1.0,10,qa,32,2,4
127,7.478758057288815e-09,1.0,10,qa,32,2,8
128,8.132105655533906e-09,1.0,10,qa,32,3,1
129,7.72874830801129e-09,1.0,10,qa,32,3,2
130,7.252982658911833e-09,1.0,10,qa,32,3,4
131,9.841264692056484e-09,1.0,10,qa,32,3,8
132,5.5019668820932566e-09,1.0,10,qa,32,4,1
133,5.862316854177152e-09,1.0,10,qa,32,4,2
134,7.3973613901046065e-09,1.0,10,qa,32,4,4
135,8.246015426038866e-09,1.0,10,qa,32,4,8
136,6.594669255122199e-09,1.0,10,qa,32,5,1
137,8.041367571820501e-09,1.0,10,qa,32,5,2
138,7.720118766485484e-09,1.0,10,qa,32,5,4
139,1.0744414247199074e-08,1.0,10,qa,32,5,8
140,7.2882504476012855e-09,1.0,10,qa,32,6,1
141,6.958984943850055e-09,1.0,10,qa,32,6,2
142,5.4282325301358014e-09,1.0,10,qa,32,6,4
143,1.1072482486440549e-08,1.0,10,qa,32,6,8
144,6.3677338957290885e-09,1.0,10,qa,64,1,1
145,6.590259005179178e-09,1.0,10,qa,64,1,2
146,4.094163230661252e-09,1.0,10,qa,64,1,4
147,5.235900157884998e-09,1.0,10,qa,64,1,8
148,1.3993558534153294e-09,1.0,10,qa,64,2,1
149,1.3367266182839899e-09,1.0,10,qa,64,2,2
150,1.0073276657251995e-09,1.0,10,qa,64,2,4
151,1.6272513336801353e-09,1.0,10,qa,64,2,8
152,7.445594141231027e-10,1.0,10,qa,64,3,1
153,8.005995866255944e-10,1.0,10,qa,64,3,2
154,6.88305856755278e-10,1.0,10,qa,64,3,4
155,2.31966157393515e-09,1.0,10,qa,64,3,8
156,2.179037172922449e-09,1.0,10,qa,64,4,1
157,9.045113547045958e-10,1.0,10,qa,64,4,2
158,4.0047912208684977e-10,1.0,10,qa,64,4,4
159,2.0091450725345794e-09,1.0,10,qa,64,4,8
160,6.409101027671227e-10,1.0,10,qa,64,5,1
161,4.798226815871942e-10,1.0,10,qa,64,5,2
162,3.4538014115348403e-10,1.0,10,qa,64,5,4
163,1.7014706310547467e-09,1.0,10,qa,64,5,8
164,9.85640902229079e-10,1.0,10,qa,64,6,1
165,3.2009653261333426e-10,1.0,10,qa,64,6,2
166,4.492479999118615e-10,1.0,10,qa,64,6,4
167,6.661224905002427e-10,1.0,10,qa,64,6,8
168,3.774295986858078e-09,1.0,10,qa,128,1,1
169,4.377816775757992e-09,1.0,10,qa,128,1,2
170,1.2191255782667554e-09,1.0,10,qa,128,1,4
171,1.524894321924819e-09,1.0,10,qa,128,1,8
172,2.436084889367862e-09,1.0,10,qa,128,2,1
173,7.478960228901599e-10,1.0,10,qa,128,2,2
174,7.980982541511139e-11,1.0,10,qa,128,2,4
175,5.272414102530654e-11,1.0,10,qa,128,2,8
176,2.933561726869982e-10,1.0,10,qa,128,3,1
177,7.887689806862497e-11,1.0,10,qa,128,3,2
178,1.317812109435934e-10,1.0,10,qa,128,3,4
179,1.590517439975514e-10,1.0,10,qa,128,3,8
180,2.1192761434640772e-10,1.0,10,qa,128,4,1
181,0.0,1.0,10,qa,128,4,2
182,1.85230844551576e-10,1.0,10,qa,128,4,4
183,2.3894955458736433e-10,1.0,10,qa,128,4,8
184,5.3218429663104416e-11,1.0,10,qa,128,5,1
185,5.2934850947039536e-11,1.0,10,qa,128,5,2
186,0.0,1.0,10,qa,128,5,4
187,2.1136398187238115e-10,1.0,10,qa,128,5,8
188,0.0,1.0,10,qa,128,6,1
189,1.5898103666867058e-10,1.0,10,qa,128,6,2
190,0.0,1.0,10,qa,128,6,4
191,3.983380014727089e-10,1.0,10,qa,128,6,8
192,0.05207914859056473,0.2,30,qatool,16,1,1
193,0.09706614166498184,0.041666666666666664,30,qatool,16,1,2
194,0.07990684360265732,0.19166666666666668,30,qatool,16,1,4
195,0.2438175082206726,0.016666666666666666,30,qatool,16,1,8
196,2.819077781168744e-05,1.0,30,qatool,16,2,1
197,0.00012216120376251638,1.0,30,qatool,16,2,2
198,0.0008681770414113998,1.0,30,qatool,16,2,4
199,0.05241284891963005,0.3,30,qatool,16,2,8
200,2.4141652374964906e-06,1.0,30,qatool,16,3,1
201,3.642490628408268e-05,1.0,30,qatool,16,3,2
202,0.0004783732001669705,1.0,30,qatool,16,3,4
203,0.008034544996917248,0.9583333333333334,30,qatool,16,3,8
204,1.2861605682701338e-06,1.0,30,qatool,16,4,1
205,3.315522917546332e-06,1.0,30,qatool,16,4,2
206,4.662042920244858e-05,1.0,30,qatool,16,4,4
207,0.0016775168478488922,1.0,30,qatool,16,4,8
208,4.122810821627354e-07,1.0,30,qatool,16,5,1
209,8.498503802911728e-07,1.0,30,qatool,16,5,2
210,4.2673600546550006e-05,1.0,30,qatool,16,5,4
211,0.0007821674225851893,1.0,30,qatool,16,5,8
212,4.559952913041343e-07,1.0,30,qatool,16,6,1
213,1.3826564781993511e-06,1.0,30,qatool,16,6,2
214,1.488383986725239e-05,1.0,30,qatool,16,6,4
215,0.0003782132698688656,1.0,30,qatool,16,6,8
216,1.629738832775729e-08,1.0,30,qatool,32,1,1
217,1.5648472739826502e-08,1.0,30,qatool,32,1,2
218,2.7853657158516398e-08,1.0,30,qatool,32,1,4
219,3.5264683901914395e-06,1.0,30,qatool,32,1,8
220,1.1144849487720876e-08,1.0,30,qatool,32,2,1
221,1.0248177417793158e-08,1.0,30,qatool,32,2,2
222,1.1672642408200318e-08,1.0,30,qatool,32,2,4
223,5.710067441100364e-08,1.0,30,qatool,32,2,8
224,8.364319015186084e-09,1.0,30,qatool,32,3,1
225,8.320216515755874e-09,1.0,30,qatool,32,3,2
226,9.924458588272955e-09,1.0,30,qatool,32,3,4
227,2.793373887755024e-08,1.0,30,qatool,32,3,8
228,8.42880965024051e-09,1.0,30,qatool,32,4,1
229,6.7262400094136865e-09,1.0,30,qatool,32,4,2
230,6.9382419809471685e-09,1.0,30,qatool,32,4,4
231,1.4893915434299743e-08,1.0,30,qatool,32,4,8
232,8.826986253041014e-09,1.0,30,qatool,32,5,1
233,7.837978266422851e-09,1.0,30,qatool,32,5,2
234,8.525043782015018e-09,1.0,30,qatool,32,5,4
235,9.955034130371132e-09,1.0,30,qatool,32,5,8
236,9.993592620105574e-09,1.0,30,qatool,32,6,1
237,8.993048083993926e-09,1.0,30,qatool,32,6,2
238,8.481013225036804e-09,1.0,30,qatool,32,6,4
239,1.3763800765786982e-08,1.0,30,qatool,32,6,8
240,1.4532682612866665e-08,1.0,30,qatool,64,1,1
241,1.3014733291072389e-08,1.0,30,qatool,64,1,2
242,1.3978707080752883e-08,1.0,30,qatool,64,1,4
243,1.0906312297720433e-08,1.0,30,qatool,64,1,8
244,9.276911683286926e-09,1.0,30,qatool,64,2,1
245,8.732525813570646e-09,1.0,30,qatool,64,2,2
246,9.295282765720003e-09,1.0,30,qatool,64,2,4
247,7.308637250957872e-09,1.0,30,qatool,64,2,8
248,9.585767735131867e-09,1.0,30,qatool,64,3,1
249,1.0327600108439583e-08,1.0,30,qatool,64,3,2
250,9.277261625584288e-09,1.0,30,qatool,64,3,4
251,8.846009258434151e-09,1.0,30,qatool,64,3,8
252,1.0669488403891592e-08,1.0,30,qatool,64,4,1
253,1.0727610799676768e-08,1.0,30,qatool,64,4,2
254,9.972271008962252e-09,1.0,30,qatool,64,4,4
255,1.0420144747058657e-08,1.0,30,qatool,64,4,8
256,1.031662222317209e-08,1.0,30,qatool,64,5,1
257,1.1291143131586523e-08,1.0,30,qatool,64,5,2
258,1.116619419150311e-08,1.0,30,qatool,64,5,4
259,1.037917396473631e-08,1.0,30,qatool,64,5,8
260,1.1151464640590802e-08,1.0,30,qatool,64,6,1
261,1.1527282239853776e-08,1.0,30,qatool,64,6,2
262,1.1188321380473099e-08,1.0,30,qatool,64,6,4
263,1.0948118855935718e-08,1.0,30,qatool,64,6,8
264,1.0862948762735414e-08,1.0,30,qatool,128,1,1
265,9.110720178284737e-09,1.0,30,qatool,128,1,2
266,9.42087208244402e-09,1.0,30,qatool,128,1,4
267,1.1485876250105775e-08,1.0,30,qatool,128,1,8
268,8.676523499673294e-09,1.0,30,qatool,128,2,1
269,7.897590137417865e-09,1.0,30,qatool,128,2,2
270,6.143615838283267e-09,1.0,30,qatool,128,2,4
271,7.53015783061528e-09,1.0,30,qatool,128,2,8
272,5.928521673581599e-09,1.0,30,qatool,128,3,1
273,6.583803724424797e-09,1.0,30,qatool,128,3,2
274,5.410444980924467e-09,1.0,30,qatool,128,3,4
275,4.90642060313462e-09,1.0,30,qatool,128,3,8
276,4.419896448837335e-09,1.0,30,qatool,128,4,1
277,4.635595463042819e-09,1.0,30,qatool,128,4,2
278,3.517482305426256e-09,1.0,30,qatool,128,4,4
279,5.614322784452952e-09,1.0,30,qatool,128,4,8
280,4.605420045322717e-09,1.0,30,qatool,128,5,1
281,2.7693203286105472e-09,1.0,30,qatool,128,5,2
282,3.31725047431064e-09,1.0,30,qatool,128,5,4
283,3.9916110416982065e-09,1.0,30,qatool,128,5,8
284,1.8551226110830044e-09,1.0,30,qatool,128,6,1
285,2.1874442257541205e-09,1.0,30,qatool,128,6,2
286,2.5366402311988168e-09,1.0,30,qatool,128,6,4
287,3.160291361936629e-09,1.0,30,qatool,128,6,8
288,3.802204446401447e-05,1.0,30,qa,16,1,1
289,2.5051290322153363e-06,1.0,30,qa,16,1,2
290,6.0341677453834563e-05,1.0,30,qa,16,1,4
291,0.00231823418289423,1.0,30,qa,16,1,8
292,2.2118125286851864e-07,1.0,30,qa,16,2,1
293,4.11370564279423e-08,1.0,30,qa,16,2,2
294,3.949083691168198e-07,1.0,30,qa,16,2,4
295,5.0347502110525966e-05,1.0,30,qa,16,2,8
296,2.545152177901855e-08,1.0,30,qa,16,3,1
297,5.2859665089499686e-08,1.0,30,qa,16,3,2
298,3.527679552917107e-07,1.0,30,qa,16,3,4
299,1.1020404599548783e-05,1.0,30,qa,16,3,8
300,5.990481355411248e-08,1.0,30,qa,16,4,1
301,2.1650469861356214e-08,1.0,30,qa,16,4,2
302,1.1050076409446774e-07,1.0,30,qa,16,4,4
303,5.713384325645166e-07,1.0,30,qa,16,4,8
304,5.10822246724274e-08,1.0,30,qa,16,5,1
305,2.0155779267838625e-08,1.0,30,qa,16,5,2
306,1.4856074415092735e-07,1.0,30,qa,16,5,4
307,7.162221322687401e-07,1.0,30,qa,16,5,8
308,2.3385553049593e-08,1.0,30,qa,16,6,1
309,2.8804155505213203e-08,1.0,30,qa,16,6,2
310,2.132489527184589e-07,1.0,30,qa,16,6,4
311,4.851239623349102e-07,1.0,30,qa,16,6,8
312,1.94480396231711e-08,1.0,30,qa,32,1,1
313,2.041963043097894e-08,1.0,30,qa,32,1,2
314,2.074694904763419e-08,1.0,30,qa,32,1,4
315,1.8006252489044527e-08,1.0,30,qa,32,1,8
316,1.1043767678131644e-08,1.0,30,qa,32,2,1
317,9.20166787210519e-09,1.0,30,qa,32,2,2
318,8.053971711774466e-09,1.0,30,qa,32,2,4
319,9.292424607565408e-09,1.0,30,qa,32,2,8
320,8.885325364360597e-09,1.0,30,qa,32,3,1
321,8.168964171773041e-09,1.0,30,qa,32,3,2
322,7.586044681318072e-09,1.0,30,qa,32,3,4
323,7.635627241597831e-09,1.0,30,qa,32,3,8
324,8.982596888529315e-09,1.0,30,qa,32,4,1
325,7.85068809960876e-09,1.0,30,qa,32,4,2
326,8.64063753880373e-09,1.0,30,qa,32,4,4
327,7.286180547794174e-09,1.0,30,qa,32,4,8
328,1.0300100328208828e-08,1.0,30,qa,32,5,1
329,9.288021018960535e-09,1.0,30,qa,32,5,2
330,8.223135949947391e-09,1.0,30,qa,32,5,4
331,9.218291907586718e-09,1.0,30,qa,32,5,8
332,1.0725434762548502e-08,1.0,30,qa,32,6,1
333,1.025089702011428e-08,1.0,30,qa,32,6,2
334,9.412631563066043e-09,1.0,30,qa,32,6,4
335,1.0439008768514668e-08,1.0,30,qa,32,6,8
336,8.133136830679177e-09,1.0,30,qa,64,1,1
337,8.79773232043135e-09,1.0,30,qa,64,1,2
338,9.143819035273282e-09,1.0,30,qa,64,1,4
339,5.987562889941955e-09,1.0,30,qa,64,1,8
340,8.370124149337244e-09,1.0,30,qa,64,2,1
341,6.0262528300825124e-09,1.0,30,qa,64,2,2
342,7.588163875027476e-09,1.0,30,qa,64,2,4
343,8.488586722421587e-09,1.0,30,qa,64,2,8
344,8.298889575542034e-09,1.0,30,qa,64,3,1
345,9.476343265646392e-09,1.0,30,qa,64,3,2
346,6.696862175914475e-09,1.0,30,qa,64,3,4
347,9.86197790098231e-09,1.0,30,qa,64,3,8
348,8.551745978024883e-09,1.0,30,qa,64,4,1
349,7.094557386011502e-09,1.0,30,qa,64,4,2
350,6.042506939252235e-09,1.0,30,qa,64,4,4
351,6.502324456647557e-09,1.0,30,qa,64,4,8
352,4.34154001638376e-09,1.0,30,qa,64,5,1
353,6.994092416334752e-09,1.0,30,qa,64,5,2
354,6.579224720582033e-09,1.0,30,qa,64,5,4
355,4.278906118315717e-09,1.0,30,qa,64,5,8
356,3.1295370739314876e-09,1.0,30,qa,64,6,1
357,3.293360695266756e-09,1.0,30,qa,64,6,2
358,3.982318474982094e-09,1.0,30,qa,64,6,4
359,3.987452146247961e-09,1.0,30,qa,64,6,8
360,5.042869677396311e-09,1.0,30,qa,128,1,1
361,3.923939395633624e-09,1.0,30,qa,128,1,2
362,3.4625100564511513e-09,1.0,30,qa,128,1,4
363,4.0490140129634256e-09,1.0,30,qa,128,1,8
364,5.277767556322033e-09,1.0,30,qa,128,2,1
365,3.829493611107182e-09,1.0,30,qa,128,2,2
366,2.4503985507351445e-09,1.0,30,qa,128,2,4
367,3.850462171328672e-09,1.0,30,qa,128,2,8
368,3.2645879333159655e-09,1.0,30,qa,128,3,1
369,1.9942560935959364e-09,1.0,30,qa,128,3,2
370,1.4085997923629634e-09,1.0,30,qa,128,3,4
371,8.583692090446959e-10,1.0,30,qa,128,3,8
372,1.8364104681367621e-09,1.0,30,qa,128,4,1
373,1.432803875545119e-09,1.0,30,qa,128,4,2
374,1.1285774537128646e-09,1.0,30,qa,128,4,4
375,7.012310732079641e-10,1.0,30,qa,128,4,8
376,1.4766025069334887e-09,1.0,30,qa,128,5,1
377,1.1172621716681874e-09,1.0,30,qa,128,5,2
378,4.680992815586649e-10,1.0,30,qa,128,5,4
379,9.097960718129627e-10,1.0,30,qa,128,5,8
380,4.998844116421708e-10,1.0,30,qa,128,6,1
381,2.838316248698902e-10,1.0,30,qa,128,6,2
382,4.959440080831712e-10,1.0,30,qa,128,6,4
383,3.1425995139500174e-10,1.0,30,qa,128,6,8
384,0.3812357783317566,0.0125,100,qatool,16,1,1
385,0.38864049315452576,0.02,100,qatool,16,1,2
386,0.389407217502594,0.0025,100,qatool,16,1,4
387,0.5342628955841064,0.0225,100,qatool,16,1,8
388,0.12483853846788406,0.0875,100,qatool,16,2,1
389,0.1754942238330841,0.02,100,qatool,16,2,2
390,0.19961020350456238,0.0275,100,qatool,16,2,4
391,0.2937818765640259,0.01,100,qatool,16,2,8
392,0.07724566012620926,0.1825,100,qatool,16,3,1
393,0.10466825217008591,0.1125,100,qatool,16,3,2
394,0.12448878586292267,0.0625,100,qatool,16,3,4
395,0.1951959729194641,0.0425,100,qatool,16,3,8
396,0.0489468015730381,0.3,100,qatool,16,4,1
397,0.05433822050690651,0.25,100,qatool,16,4,2
398,0.09203871339559555,0.1525,100,qatool,16,4,4
399,0.1413973718881607,0.0425,100,qatool,16,4,8
400,0.020362580195069313,0.6225,100,qatool,16,5,1
401,0.017075899988412857,0.6575,100,qatool,16,5,2
402,0.03786696121096611,0.375,100,qatool,16,5,4
403,0.09189986437559128,0.155,100,qatool,16,5,8
404,0.007160058710724115,0.9375,100,qatool,16,6,1
405,0.020921209827065468,0.62,100,qatool,16,6,2
406,0.0404786579310894,0.385,100,qatool,16,6,4
407,0.10602147877216339,0.1,100,qatool,16,6,8
408,0.00020109185425098985,1.0,100,qatool,32,1,1
409,0.0003829280030913651,1.0,100,qatool,32,1,2
410,0.0035788617096841335,1.0,100,qatool,32,1,4
411,0.024881726130843163,0.6175,100,qatool,32,1,8
412,1.076646526598779e-06,1.0,100,qatool,32,2,1
413,4.881330823991448e-07,1.0,100,qatool,32,2,2
414,2.7643857265502447e-06,1.0,100,qatool,32,2,4
415,4.575233833747916e-05,1.0,100,qatool,32,2,8
416,5.465826191652923e-08,1.0,100,qatool,32,3,1
417,4.5082781952032747e-08,1.0,100,qatool,32,3,2
418,1.1743537697839201e-06,1.0,100,qatool,32,3,4
419,9.015722753247246e-06,1.0,100,qatool,32,3,8
420,3.016980798520308e-08,1.0,100,qatool,32,4,1
421,4.078482973568498e-08,1.0,100,qatool,32,4,2
422,2.2348646666614513e-07,1.0,100,qatool,32,4,4
423,2.005957639994449e-06,1.0,100,qatool,32,4,8
424,3.53001787800622e-08,1.0,100,qatool,32,5,1
425,2.3095909185144592e-08,1.0,100,qatool,32,5,2
426,7.270956814409146e-08,1.0,100,qatool,32,5,4
427,9.088808496926504e-07,1.0,100,qatool,32,5,8
428,1.7465755064449695e-08,1.0,100,qatool,32,6,1
429,1.6272768021963202e-08,1.0,100,qatool,32,6,2
430,4.3542929262230246e-08,1.0,100,qatool,32,6,4
431,2.813696369230456e-07,1.0,100,qatool,32,6,8
432,1.6166490368618724e-08,1.0,100,qatool,64,1,1
433,1.5227438865395015e-08,1.0,100,qatool,64,1,2
434,1.455724962795557e-08,1.0,100,qatool,64,1,4
435,2.7739107011370834e-08,1.0,100,qatool,64,1,8
436,9.894815633515464e-09,1.0,100,qatool,64,2,1
437,1.0096131042303114e-08,1.0,100,qatool,64,2,2
438,9.71912950120668e-09,1.0,100,qatool,64,2,4
439,8.767758075123311e-09,1.0,100,qatool,64,2,8
440,8.353643998759708e-09,1.0,100,qatool,64,3,1
441,7.97781218864202e-09,1.0,100,qatool,64,3,2
442,7.793780731901734e-09,1.0,100,qatool,64,3,4
443,6.933613683202111e-09,1.0,100,qatool,64,3,8
444,8.450294686213056e-09,1.0,100,qatool,64,4,1
445,8.263751460901858e-09,1.0,100,qatool,64,4,2
446,7.330688944762187e-09,1.0,100,qatool,64,4,4
447,7.0381860339807645e-09,1.0,100,qatool,64,4,8
448,8.153602237825908e-09,1.0,100,qatool,64,5,1
449,7.93658294639954e-09,1.0,100,qatool,64,5,2
450,8.265262252393768e-09,1.0,100,qatool,64,5,4
451,7.933095957923797e-09,1.0,100,qatool,64,5,8
452,8.839630361023865e-09,1.0,100,qatool,64,6,1
453,8.759069913821804e-09,1.0,100,qatool,64,6,2
454,8.541213958324079e-09,1.0,100,qatool,64,6,4
455,8.514488669675302e-09,1.0,100,qatool,64,6,8
456,9.09190500664181e-09,1.0,100,qatool,128,1,1
457,8.250669480958095e-09,1.0,100,qatool,128,1,2
458,8.943910501102437e-09,1.0,100,qatool,128,1,4
459,1.0442064102278437e-08,1.0,100,qatool,128,1,8
460,9.822850088880841e-09,1.0,100,qatool,128,2,1
461,8.676094509496579e-09,1.0,100,qatool,128,2,2
462,9.785932952866006e-09,1.0,100,qatool,128,2,4
463,9.196291728130745e-09,1.0,100,qatool,128,2,8
464,8.002816187513417e-09,1.0,100,qatool,128,3,1
465,9.882333174004998e-09,1.0,100,qatool,128,3,2
466,9.630598540866231e-09,1.0,100,qatool,128,3,4
467,9.742013418190254e-09,1.0,100,qatool,128,3,8
468,8.407106122376717e-09,1.0,100,qatool,128,4,1
469,9.602470818492748e-09,1.0,100,qatool,128,4,2
470,9.8377217483403e-09,1.0,100,qatool,128,4,4
471,8.092619907529297e-09,1.0,100,qatool,128,4,8
472,7.301415472227291e-09,1.0,100,qatool,128,5,1
473,8.351093150338329e-09,1.0,100,qatool,128,5,2
474,5.258189439416583e-09,1.0,100,qatool,128,5,4
475,1.0801573857577296e-08,1.0,100,qatool,128,5,8
476,4.968658373627477e-09,1.0,100,qatool,128,6,1
477,9.552578283944513e-09,1.0,100,qatool,128,6,2
478,8.177757138128072e-09,1.0,100,qatool,128,6,4
479,9.254159216709468e-09,1.0,100,qatool,128,6,8
480,0.4936352074146271,0.04,100,qa,16,1,1
481,0.4297643005847931,0.055,100,qa,16,1,2
482,0.4045112133026123,0.07,100,qa,16,1,4
