,loss_best,accuracy_best,data.nb_data,data.key,data.seed,model.emb_dim,model.nb_layers,model.block.nb_heads,nb_params,alpha
0,0.9200661778450012,0.249,1000,qa,0,4,2,2,2612,0.0
1,0.1700715571641922,0.5865,1000,qa,0,8,2,2,6248,0.0
2,0.036665257066488266,0.75025,1000,qa,0,12,2,2,10908,0.0
3,0.02015712298452854,0.7725,1000,qa,0,16,2,2,16592,0.0
4,0.001225674175657332,0.99575,1000,qa,0,20,2,2,23300,0.0
5,3.701121158883325e-06,1.0,1000,qa,0,24,2,2,31032,0.0
6,6.518857986748117e-08,1.0,1000,qa,0,28,2,2,39788,0.0
7,1.8112890742827403e-08,1.0,1000,qa,0,32,2,2,49568,0.0
8,8.190724543055694e-09,1.0,1000,qa,0,36,2,2,60372,0.0
9,7.33091720661605e-09,1.0,1000,qa,0,40,2,2,72200,0.0
10,7.0168133525783105e-09,1.0,1000,qa,0,44,2,2,85052,0.0
11,1.2514362335205078,0.13825,1000,qa,0,4,2,2,2612,0.25
12,0.27782168984413147,0.282,1000,qa,0,8,2,2,6248,0.25
13,0.0780000165104866,0.55625,1000,qa,0,12,2,2,10908,0.25
14,0.048226695507764816,0.60475,1000,qa,0,16,2,2,16592,0.25
15,0.023984143510460854,0.724,1000,qa,0,20,2,2,23300,0.25
16,0.00107853882946074,0.99975,1000,qa,0,24,2,2,31032,0.25
17,3.631545041571371e-05,1.0,1000,qa,0,28,2,2,39788,0.25
18,1.006342017717543e-06,1.0,1000,qa,0,32,2,2,49568,0.25
19,1.245051635123673e-07,1.0,1000,qa,0,36,2,2,60372,0.25
20,3.306332629904318e-08,1.0,1000,qa,0,40,2,2,72200,0.25
21,1.4267067527384825e-08,1.0,1000,qa,0,44,2,2,85052,0.25
22,1.174267292022705,0.0,1000,qa,0,4,2,2,2612,0.5
23,0.45551079511642456,0.121,1000,qa,0,8,2,2,6248,0.5
24,0.1359359174966812,0.29875,1000,qa,0,12,2,2,10908,0.5
25,0.07612824440002441,0.42125,1000,qa,0,16,2,2,16592,0.5
26,0.0493277870118618,0.50275,1000,qa,0,20,2,2,23300,0.5
27,0.017103757709264755,0.81725,1000,qa,0,24,2,2,31032,0.5
28,0.0003174958983436227,1.0,1000,qa,0,28,2,2,39788,0.5
29,1.2708600479527377e-05,1.0,1000,qa,0,32,2,2,49568,0.5
30,9.8928353509109e-07,1.0,1000,qa,0,36,2,2,60372,0.5
31,1.7792025630569697e-07,1.0,1000,qa,0,40,2,2,72200,0.5
32,4.9703210436291556e-08,1.0,1000,qa,0,44,2,2,85052,0.5
33,1.2786589860916138,0.0,1000,qa,0,4,2,2,2612,0.75
34,0.4931527078151703,0.05475,1000,qa,0,8,2,2,6248,0.75
35,0.22226041555404663,0.1075,1000,qa,0,12,2,2,10908,0.75
36,0.10673788189888,0.21975,1000,qa,0,16,2,2,16592,0.75
37,0.07780671119689941,0.27675,1000,qa,0,20,2,2,23300,0.75
38,0.042143575847148895,0.46825,1000,qa,0,24,2,2,31032,0.75
39,0.002407592488452792,0.9985,1000,qa,0,28,2,2,39788,0.75
40,8.970352791948244e-05,1.0,1000,qa,0,32,2,2,49568,0.75
41,5.699047960661119e-06,1.0,1000,qa,0,36,2,2,60372,0.75
42,5.989525675431651e-07,1.0,1000,qa,0,40,2,2,72200,0.75
43,9.971854808554781e-08,1.0,1000,qa,0,44,2,2,85052,0.75
44,1.3067623376846313,0.0,1000,qa,0,4,2,2,2612,1.0
45,0.5435008406639099,0.036,1000,qa,0,8,2,2,6248,1.0
46,0.2580106258392334,0.043,1000,qa,0,12,2,2,10908,1.0
47,0.13335691392421722,0.04925,1000,qa,0,16,2,2,16592,1.0
48,0.10263428092002869,0.102,1000,qa,0,20,2,2,23300,1.0
49,0.06640581786632538,0.2415,1000,qa,0,24,2,2,31032,1.0
50,0.01792680099606514,0.819,1000,qa,0,28,2,2,39788,1.0
51,0.00037043000338599086,1.0,1000,qa,0,32,2,2,49568,1.0
52,1.5631860151188448e-05,1.0,1000,qa,0,36,2,2,60372,1.0
53,1.5742275536467787e-06,1.0,1000,qa,0,40,2,2,72200,1.0
54,3.926855072222679e-07,1.0,1000,qa,0,44,2,2,85052,1.0
