,run,model,dataset_size,checkpoint_nbr,recall,recall_stderr,hellaswag_absolute,hellaswag_absolute_stderr,hellaswag_relative,hellaswag_relative_stderr,tv,tv_stderr,kl,kl_stderr
10,sft_Lam1B_facts=500-epochs=30-batch=8-gradAcc=16-LR=5e-5-loraR=0-loraA=0-weight,Lam1B-weight,500,40,0.77,0.024296776192189225,0.42959569806811393,0.00494006740203104,95.16876030071765,1.5145580718212126,0.19492357969284058,0.001621759441707372,0.3509145975112915,0.0059481139099304805
11,sft_Lam1B_facts=500-epochs=30-batch=8-gradAcc=16-LR=5e-5-loraR=0-loraA=0-weight,Lam1B-weight,500,44,0.8833333333333333,0.018534252575124754,0.43019318860784705,0.0049409117792733655,95.30112297151142,1.5157001770562246,0.19224105775356293,0.0016165677668502844,0.34938380122184753,0.006001001225434609
12,sft_Lam1B_facts=500-epochs=30-batch=8-gradAcc=16-LR=5e-5-loraR=0-loraA=0-weight,Lam1B-weight,500,48,0.97,0.00984885780179611,0.4291973710416252,0.004939500404882179,95.08051852018848,1.5137963274940316,0.19300025701522827,0.001625622697887516,0.35611581802368164,0.006132469915824724
13,sft_Lam1B_facts=500-epochs=30-batch=8-gradAcc=16-LR=5e-5-loraR=0-loraA=0-weight,Lam1B-weight,500,52,0.9633333333333334,0.010850840554571826,0.43069109739095796,0.004941609820763587,95.41142519717287,1.5166514636500226,0.19684739410877228,0.0016496469997403708,0.37303492426872253,0.0062969139817075455
14,sft_Lam1B_facts=500-epochs=30-batch=8-gradAcc=16-LR=5e-5-loraR=0-loraA=0-weight,Lam1B-weight,500,56,0.97,0.00984885780179611,0.42959569806811393,0.004940067402031042,95.16876030071765,1.5145580718212133,0.20061831176280975,0.0016720947549919982,0.38832464814186096,0.006513969858534084
15,sft_Lam1B_facts=500-epochs=30-batch=8-gradAcc=16-LR=5e-5-loraR=0-loraA=0-weight,Lam1B-weight,500,60,0.97,0.00984885780179611,0.4274048994224258,0.004936908503140865,94.68343050780717,1.5103650918191258,0.20196151733398438,0.0016756000507910061,0.38984790444374084,0.006472742382722383
16,sft_Lam1B_facts=500-epochs=30-batch=8-gradAcc=16-LR=5e-5-loraR=0-loraA=0-weight,Lam1B-weight,500,64,0.9833333333333333,0.007391185942027828,0.4272057359091814,0.004936616428922641,94.63930961754258,1.509983500333838,0.20473270118236542,0.001689051865138014,0.397408127784729,0.006481689762689107
17,sft_Lam1B_facts=500-epochs=30-batch=8-gradAcc=16-LR=5e-5-loraR=0-loraA=0-weight,Lam1B-weight,500,68,0.98,0.008082903768654764,0.4289982075283808,0.004939215682191773,95.03639762992388,1.5134153529250707,0.20552745461463928,0.0016884405622352365,0.395219624042511,0.006407712442720432
18,sft_Lam1B_facts=500-epochs=30-batch=8-gradAcc=16-LR=5e-5-loraR=0-loraA=0-weight,Lam1B-weight,500,72,0.9866666666666667,0.0066220730781117,0.43009360685122483,0.004940771559475494,95.27906252637911,1.5155098687402102,0.20524948835372925,0.001684594362133951,0.3922103941440582,0.006328575713215823
19,sft_Lam1B_facts=500-epochs=30-batch=8-gradAcc=16-LR=5e-5-loraR=0-loraA=0-weight,Lam1B-weight,500,76,0.9833333333333333,0.007391185942027828,0.43019318860784705,0.004940911779273368,95.30112297151142,1.5157001770562253,0.20335403084754944,0.0016737207316306812,0.38591474294662476,0.0062554796602006454
20,sft_Lam1B_facts=500-epochs=30-batch=8-gradAcc=16-LR=5e-5-loraR=0-loraA=0-weight,Lam1B-weight,500,80,0.98,0.008082903768654764,0.43019318860784705,0.004940911779273368,95.30112297151142,1.5157001770562253,0.2002192735671997,0.0016579397304637784,0.3769669234752655,0.006190079049236499
21,sft_Lam1B_facts=500-epochs=30-batch=8-gradAcc=16-LR=5e-5-loraR=0-loraA=0-weight,Lam1B-weight,500,84,0.9933333333333333,0.004698305447081342,0.42889862577175863,0.004939073014754942,95.01433718479159,1.5132248400165373,0.2010601907968521,0.0016578227279355588,0.3752038776874542,0.006096355787272297
22,sft_Lam1B_facts=1000-epochs=20-batch=4-gradAcc=32-LR=5e-5-loraR=0-loraA=0-weight,Lam1B-weight,1k,3,0.006666666666666667,0.0046983054470813275,0.4447321250746863,0.0049592047730462035,98.52194796082638,1.5433059348701688,0.059767864644527435,0.0005061678460397337,0.028721408918499947,0.0005427758992930343
23,sft_Lam1B_facts=1000-epochs=20-batch=4-gradAcc=32-LR=5e-5-loraR=0-loraA=0-weight,Lam1B-weight,1k,7,0.04666666666666667,0.012177696674506895,0.42929695279824737,0.004939642460172581,95.10257896532076,1.5139867891676013,0.1327807456254959,0.00104036663638363,0.12894298136234283,0.0020786469359763138
24,sft_Lam1B_facts=1000-epochs=20-batch=4-gradAcc=32-LR=5e-5-loraR=0-loraA=0-weight,Lam1B-weight,1k,11,0.06333333333333334,0.014062031885212775,0.42929695279824737,0.00493964246017258,95.10257896532076,1.513986789167601,0.15057164430618286,0.001241034205160734,0.18948087096214294,0.003228318070813161
25,sft_Lam1B_facts=1000-epochs=20-batch=4-gradAcc=32-LR=5e-5-loraR=0-loraA=0-weight,Lam1B-weight,1k,15,0.10333333333333333,0.01757418139919615,0.42780322644891455,0.004937490199489468,94.77167228833635,1.5111280685798707,0.17030270397663116,0.001390186774875495,0.24757292866706848,0.004061922321577196
26,sft_Lam1B_facts=1000-epochs=20-batch=4-gradAcc=32-LR=5e-5-loraR=0-loraA=0-weight,Lam1B-weight,1k,19,0.33666666666666667,0.02728383051199753,0.4260107548297152,0.004934846809827201,94.37458427595504,1.5076925046642846,0.18468791246414185,0.0014797856994868534,0.2897225618362427,0.004583099293719906
27,sft_Lam1B_facts=1000-epochs=20-batch=4-gradAcc=32-LR=5e-5-loraR=0-loraA=0-weight,Lam1B-weight,1k,23,0.45,0.028722813232690145,0.42650866361282613,0.004935587729948865,94.48488650161651,1.508647387944377,0.1869240701198578,0.0015000039374485146,0.3017832934856415,0.00474772098780809
